antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhang
Soy Milk,Snack,0.03825434708489601,0.20486418911239915,0.012455960904648256,0.3256090314913845,1.589389697155604,0.004619015109076766,1.1790427927082223,0.38557770534631175
Soy Milk,Eggs,0.03825434708489601,0.38288441868394135,0.015297192862825321,0.399881164587047,1.044391323004282,0.0006501994170911869,1.0283223003514128,0.04419514892132242
Soy Milk,Frozen Food,0.03825434708489601,0.1986134788044096,0.01052392317308785,0.27510398098633393,1.3851224128511972,0.002926094219165329,1.105519274731294,0.28910154005603544
Soy Milk,Instant Noodles,0.03825434708489601,0.2315035799522673,0.011092169564723264,0.28995840760546643,1.252500750378252,0.002236151265833257,1.0823259204521625,0.2096160082478637
Soy Milk,Biscuits,0.03825434708489601,0.29719286282532104,0.013956131378565747,0.36482471776589426,1.2275689069300588,0.002587212452892028,1.1064774666650932,0.1927555146413522
Margarine,Snack,0.040913740197749744,0.20486418911239915,0.011683145812024094,0.28555555555555556,1.3938773623284884,0.0033013856028567233,1.112942814617171,0.29463123546734793
Margarine,Eggs,0.040913740197749744,0.38288441868394135,0.01993408341857029,0.4872222222222222,1.27250469971307,0.004268849786769075,1.2034756732057483,0.2232836549316355
Margarine,Cooking Sauces,0.040913740197749744,0.19597681554722127,0.015456301852483237,0.37777777777777777,1.927665661486121,0.007438157336401904,1.2921801178705372,0.5017670061270154
Margarine,Frozen Food,0.040913740197749744,0.1986134788044096,0.0133424252755995,0.32611111111111113,1.6419384679942013,0.005216405004024609,1.189196816283646,0.40764193501696605
Margarine,Flour,0.040913740197749744,0.13392430958063417,0.013319695419934083,0.32555555555555554,2.430892170174247,0.00784035101158901,1.2841319956794552,0.6137387483029183
Margarine,Cooking Oils,0.040913740197749744,0.18468007728150926,0.013478804409592,0.3294444444444445,1.7838656410256413,0.005922851707995985,1.2158872086936896,0.45816490409199884
Margarine,Sugar,0.040913740197749744,0.1699965905216502,0.013615183543584498,0.3327777777777778,1.9575556001247936,0.006659987204478455,1.2439684738226726,0.5100258933748449
Margarine,Instant Noodles,0.040913740197749744,0.2315035799522673,0.014728946471189908,0.36,1.5550515463917527,0.005257269146173858,1.2007756563245822,0.37216099853853146
Margarine,Rice,0.040913740197749744,0.21434253892487784,0.014092510512558245,0.34444444444444444,1.6069812654648286,0.005322955561659732,1.1984605338434067,0.3938281939841519
