antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhang
Cake,Coffee,0.04381273111463286,0.1537242472266244,0.011852879027997887,0.2705350414468726,1.7598722799275943,0.005117799918458447,1.1601321528205262,0.4515610706512524
Cake,Eggs,0.04381273111463286,0.4012150026413101,0.02231907025884839,0.5094197437829692,1.2696926596196978,0.004740745228967957,1.2205648102841498,0.22214040551167663
Cake,Sugar,0.04381273111463286,0.1912308505018489,0.010268092974115161,0.2343632253202713,1.2255513412466121,0.0018897471402551016,1.0563352966378412,0.1924735016189308
Cake,Snack,0.04381273111463286,0.22286053882725831,0.01079635499207607,0.24642049736247174,1.1057161517206733,0.0010322261283752052,1.0312640649762281,0.0999895778853498
Cake,Biscuits,0.04381273111463286,0.3225039619651347,0.021856840993132592,0.4988696307460437,1.5468635724852755,0.007727061624150364,1.351935702965814,0.36972943403103514
Cake,Frozen Food,0.04381273111463286,0.22355388272583201,0.015451664025356577,0.3526752072343632,1.5775847993966021,0.005657157871857532,1.199469147407242,0.3828953437823988
Cooking Oils,Coffee,0.19723983095615424,0.1537242472266244,0.041072371896460645,0.2082356879812521,1.3546053517130936,0.010751827359619187,1.0688480649192698,0.32609690948567616
Cooking Oils,Eggs,0.19723983095615424,0.4012150026413101,0.09644083465398838,0.4889521258788082,1.2186785704918812,0.01730525535594339,1.171680830075602,0.22352764162202057
Cooking Oils,Spagetti,0.19723983095615424,0.05243000528262018,0.014956418383518225,0.07582859055908939,1.4462823368096345,0.004615133004543947,1.0253184474627108,0.3843888667054892
Cooking Oils,Condensed/Evap Milk,0.19723983095615424,0.16498283148441628,0.05451003697834126,0.2763642450619351,1.675109116356992,0.02196885118568731,1.153919168334975,0.5020477841716247
Cooking Oils,Cooking Sauces,0.19723983095615424,0.20998415213946117,0.06867406233491812,0.34817542684968195,1.658103353525655,0.02725682366345942,1.2120068503130095,0.49442075157712234
Cooking Oils,Sugar,0.19723983095615424,0.1912308505018489,0.06329239302694137,0.32089052561098097,1.678026975087257,0.02557405240035509,1.190926028864174,0.5033408969563532
Cooking Oils,Yoghurts,0.19723983095615424,0.05500528262017961,0.011060486001056524,0.05607633076665551,1.0194717324492568,0.000211253355356808,1.0011346766495917,0.023792692374272367
Cooking Oils,Cereals,0.19723983095615424,0.05262810353935552,0.011324617010036979,0.05741546702376967,1.0909659129334603,0.0009442587643915135,1.0050789752185916,0.1038679799350146
Cooking Oils,Cereal Beverage,0.19723983095615424,0.06642894875858425,0.014989434759640782,0.07599598259122867,1.1440190460850566,0.001887000135902591,1.0103538877022133,0.15681978693590004
Cooking Oils,Butter,0.19723983095615424,0.04486925515055468,0.012183042789223456,0.0617676598593907,1.3766143354092903,0.003333038488199498,1.018010895580836,0.34079933873287904
Cooking Oils,Isotonic Drinks,0.19723983095615424,0.06117934495509773,0.014461172741679873,0.07331771007700034,1.198406261636366,0.0023941690847281497,1.013098734327718,0.20623648062656658
Cooking Oils,Snack,0.19723983095615424,0.22286053882725831,0.049062334918119385,0.24874455975895549,1.1161444779228509,0.005105359913033507,1.0344543540654987,0.12962606437467808
Cooking Oils,Coconut Milk,0.19723983095615424,0.08204569466455362,0.0291864764923402,0.14797455641111482,1.803562722164928,0.013003797546023398,1.077378982332801,0.5550124372044931
Cooking Oils,Milk Powder-Adult,0.19723983095615424,0.06831088219756999,0.020536185948230323,0.10411784399062605,1.5241765388052595,0.0070625590911158505,1.039968383735373,0.42840693319212975
Cooking Oils,Tea,0.19723983095615424,0.06408478605388272,0.02324352879027998,0.11784399062604621,1.8388762432157073,0.010603456422150841,1.0609406998318984,0.5682763437824824
Cooking Oils,Milk Powder-Kids,0.19723983095615424,0.08921024828314844,0.016805335446381405,0.08520254435888852,0.9550757452042989,-0.0007904788445433422,0.9956190259389699,-0.055351270614675964
Cooking Oils,CSD,0.19723983095615424,0.05731642894875858,0.013701796090861067,0.06946769333779712,1.2120031657921657,0.0023967133339974998,1.0130584014139443,0.21789776528174076
Cooking Oils,Flour,0.19723983095615424,0.1521064447966191,0.04962361331220285,0.2515902243053231,1.6540405282742838,0.01962216385317609,1.1329268840941618,0.4925753767888534
Cooking Oils,Cheese,0.19723983095615424,0.04866613840464871,0.011060486001056524,0.05607633076665551,1.152265879416867,0.0014615850888348072,1.007850414820115,0.1646129801760303
Cooking Oils,Cordials,0.19723983095615424,0.043086370839936605,0.013602746962493396,0.06896551724137931,1.600634165675783,0.0051043984615101266,1.027796120208957,0.46744673850456536
Cooking Oils,Instant Noodles,0.19723983095615424,0.24481642894875857,0.06388668779714739,0.3239035821894878,1.3230467562178299,0.015599136736004902,1.1169761459420935,0.3041615946746689
Cooking Oils,Biscuits,0.19723983095615424,0.3225039619651347,0.07124933967247755,0.3612320053565451,1.1200854809827026,0.007638712731784389,1.0606292796698862,0.13355296014005227
Cooking Oils,Fruit/Veg Juices,0.19723983095615424,0.05923137876386688,0.015814844162704702,0.08018078339471042,1.353687607279258,0.004132057028019654,1.0227755674730954,0.3254734550727495
Cooking Oils,Rice,0.19723983095615424,0.23009112519809827,0.07630084521922874,0.3868429862738534,1.6812599179598895,0.030917710580644513,1.2556471793793504,0.5047684045180275
Cooking Oils,Peanut Butter,0.19723983095615424,0.03671421024828315,0.01181986265187533,0.05992634750585872,1.6322385011307994,0.004578358028815256,1.0246918283434394,0.4825157632703967
Cooking Oils,Canned Product,0.19723983095615424,0.14986133122028525,0.04120443740095087,0.2089052561098092,1.393990393710928,0.011645813764197571,1.0746357188510403,0.3520789304674105
Cooking Oils,Chocolate,0.19723983095615424,0.06890517696777601,0.016078975171685154,0.08151991965182458,1.183073946533044,0.0024881297145571205,1.0137343671941874,0.19276529066411913
Cooking Oils,Ice Cream,0.19723983095615424,0.0816825145272055,0.019479661912308505,0.09876129896216941,1.2090873981269954,0.0033686165548888793,1.018950345136418,0.21541916981637138
Cooking Oils,Seasoning Powder,0.19723983095615424,0.07389064976228209,0.026908346539883783,0.1364245061935052,1.8463027004418613,0.012334167271530866,1.0724127269471073,0.5710011803646667
Cooking Oils,Margarine,0.19723983095615424,0.04513338615953513,0.016376122556788168,0.08302644794107801,1.8395794112943458,0.0074740211002026265,1.0413240509461368,0.568535285657805
Cooking Oils,Liquid Milk,0.19723983095615424,0.1953578975171685,0.04094030639197042,0.20756611985269502,1.0624915731111082,0.002407947709734397,1.0154059823051196,0.07326729323607546
Cooking Oils,Cultured Milk,0.19723983095615424,0.1164487585842578,0.026644215530903327,0.13508536993639103,1.160041305538251,0.0036758820726903035,1.021547342020059,0.17185921207041407
Cooking Oils,Bouilon,0.19723983095615424,0.048302958267300584,0.016673269941891177,0.08453297623033143,1.750057952197046,0.007146002618566637,1.0395754484021111,0.5338958852700274
Cooking Oils,Tonic Food Drink,0.19723983095615424,0.15596936080295826,0.04430797675647121,0.22464010713090057,1.44028356578762,0.013544606397356294,1.0885662863910033,0.3808015032338334
Cooking Oils,Frozen Food,0.19723983095615424,0.22355388272583201,0.05530243000528262,0.28038165383327757,1.2542016735049935,0.011208699966847584,1.0789693195152081,0.2524789722523355
Coffee,Cake,0.1537242472266244,0.04381273111463286,0.011852879027997887,0.07710481099656358,1.7598722799275943,0.005117799918458447,1.03607352197586,0.5102083398537344
Coffee,Cooking Oils,0.1537242472266244,0.19723983095615424,0.041072371896460645,0.2671821305841925,1.3546053517130936,0.010751827359619187,1.0954429504889056,0.309328973830943
Coffee,Eggs,0.1537242472266244,0.4012150026413101,0.06603275224511358,0.4295532646048111,1.0706311124383243,0.004356277988050071,1.04967731464686,0.07795505617977547
Coffee,Condensed/Evap Milk,0.1537242472266244,0.16498283148441628,0.0384310618066561,0.25,1.5153091855113066,0.013069200231397179,1.1133562246874449,0.4018414481897627
Coffee,Cooking Sauces,0.1537242472266244,0.20998415213946117,0.04737849973586899,0.3082044673539519,1.4677510860403293,0.015098844018709347,1.1419788226136818,0.376574142948492
