ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,BMI,Income,Ethnicity,Lifestage,Strata,#HH,location
Panel 101011101,-0.01853024583716424,-0.011316456942287762,-0.07660930061800392,0.04485463804778847,0.04940886311603297,0.013042672381232879,0.021702870391760234,0.012311508644274107,-0.029168033006261786,0.09067998011701967,-0.019562385868585958,0.05623685369886869,0.11206451556414013,0.04191678302817458,0.057194040138503245,0.08424165499793854,-0.0012319170144380206,0.013953242212957448,0.03928921913703578,0.07257576621928842,-0.011212283359831373,0.06316002274819783,0.02258081136493644,0.07931817981053303,0.07558561815975347,0.040829567018705416,0.0016529733544956176,-0.004494711005794536,-0.004062472704089858,-0.015797310772940013,Obese,Income 1500 - 1999,North Malay,Empty Nesters,Urban,1-3 Member HH,North
Panel 101016101,0.013108006109171193,0.007343049081589121,-0.0021731827319922477,0.020957989208469686,0.0379269147748499,0.09961120881947295,0.1327157614088369,-0.03255695426476328,0.0248960141502395,-0.0034421782480256184,0.03823582804225268,0.03108268805889349,-0.024300864299944595,0.03193896597933319,0.02374542846461752,0.11210207549458205,0.05297884984143895,-0.05935619819555155,0.1525375605268123,0.06779857580997437,0.06574562186078743,0.13190875245272765,0.009735522578852903,0.09649073244544137,0.12525505693375705,0.06792313924295679,0.05040767310271298,-0.06957310380680065,0.06738025185110397,0.03343229287632029,Healthy,Income 1500 - 1999,North Malay,Teens Aches,Urban,1-3 Member HH,North
Panel 101019101,0.21013869407155183,0.3383971777271473,0.3043762645495804,0.36033086067376235,0.06290736030396692,-0.004411452475599929,0.34609414916962156,0.12298952105104646,0.2499772869628529,-0.14525888509466867,0.05173244412028858,0.09025930060608599,-0.12490361949360175,0.26723986562701896,-0.08495203633269346,0.060852511267404784,-0.09022324571459656,-0.19653513038509066,0.21294841931304315,-0.06659890361731238,0.045992685056178685,0.052705319984403254,0.3025840546199325,0.049623992024304044,0.021426798482249345,0.2384304868335985,0.12817507768975486,0.10768345666322424,0.1621581153630946,0.2955614037950074,Obese,Income < 1500,North Malay,Teens Aches,Urban,4 Member HH,North
Panel 101024101,-0.011757365663582594,0.08151284173334757,0.06478718958132955,0.19729786767621152,0.1306471002726815,-0.014077112764305759,-0.05484759820915559,0.05231257099611296,0.1640227052930445,0.0815473297165023,0.1399799051277056,0.07847046581201568,0.05858305941031112,0.02221476464676889,0.14477491089252856,0.017774636211564856,0.055358154082268726,-0.015753600797889802,0.007917519656496742,-0.030582085183833808,0.16557619809138413,0.17456662370239218,-0.012697536863572268,0.1739785181094941,0.28510730496916536,-0.13817855874541846,0.06792642053847012,0.20097220174835254,0.14314104931701344,-0.020254537217118024,Over Weight,Income 1500 - 1999,North Chinese,Nesting Families,Urban,1-3 Member HH,North
Panel 105009103,0.08888570918842624,-0.04163058181965558,0.33333417812683114,0.03728658349406652,0.1467058414400809,0.3186227756092406,0.27818518884813465,-0.17947583634466,0.2172522581001923,0.18539323563649465,-0.09955461258805512,0.21090686487581223,0.3351907267909526,-0.13702240692410808,0.15964523520361049,0.14535215406060348,0.20708860833377976,0.11409875268379154,0.025330411219121815,-0.037867218055151586,0.07796055425272383,0.26727876853477217,0.16080425756174918,0.03496796487334775,0.05204297746822583,0.021411046784586267,0.3605870092981208,0.37734208543725556,0.3449455900951948,0.3493915956279456,Over Weight,Income < 1500,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 105015101,0.007087208500165721,0.009541084740485145,0.033361937528810316,0.0438665138259052,0.017388244945690537,0.02451553969564055,0.04364198504898233,0.01615248086472598,-0.05578550742360297,-0.0016256589715795125,0.055142724400025996,0.003708748729891059,0.026131737398810796,0.003977754004011467,0.02937754696020295,0.03192536427577715,0.03230050379522612,0.0009730074710681247,0.02074661690968434,0.035821379367197474,-0.030377713820927854,0.03799946218339421,0.055418969604060515,0.05036503495974229,-0.024288579129392727,0.07799620052577998,0.05647255070025557,0.04233783270361257,0.051785755590161214,-0.05514591174817402,Healthy,Income 2000 - 2999,North Malay,Teens and Toddlers,Rural,7+ Member HH,North
Panel 105017101,0.10816641815924032,0.07728514922489886,0.25083050939589424,0.11169022153572182,0.2742196655630862,0.24827397850467092,0.29684652961386704,-0.017219323867962374,0.052667455238409495,0.1333562382579123,0.06638691178084571,0.14513288767845642,0.014730346913302462,0.05671054768978038,-0.07266822792187354,0.025178789219650246,0.09001588030927041,-0.13489744399273354,0.08492263338834447,0.09634192106987928,-0.022391586731178477,0.01116097507222075,0.10694320056528983,-0.031977125255353504,-0.019890744840202142,0.12741916552924984,0.019329437981540555,0.051372858005218444,0.21680863706133383,0.204584664462536,Obese,Income < 1500,North Malay,Matured Families,Rural,1-3 Member HH,North
Panel 105021106,0.5015164357151994,-0.04277947295826271,0.283802236589062,0.19576184295126872,-0.05173046162649899,0.1719043252755124,0.26494839377232887,0.20119805135785548,0.22266408638627752,0.23015179765798427,0.21749889834698932,0.19044150809703295,0.29954291408112593,0.1708537102637606,0.24397436330509165,0.30637318644086725,0.04526086297643133,-0.03163547154900269,0.10943857522538643,0.13239213426329616,0.33896399621784457,0.14943852981872696,0.24965579785065398,0.07054347259030876,0.08797526686971341,0.14444412876554696,0.1040616889513901,0.1524418274143833,0.11200350523044962,0.23075621822038908,Obese,Income 4000 - 4999,North Malay,Matured Families,Rural,4 Member HH,North
Panel 105027101,0.22807232294430124,0.0862570074149615,0.16798449822207784,0.13200349181037446,0.00749342221922697,0.21087038436969432,0.14410701971688397,-0.0015452966946383996,0.17421469771464998,0.015498815099210117,-0.18085628798142758,0.21046009428875223,0.05928685940523282,0.05328361905696935,0.052421316653607816,0.11259216740609469,0.12296365939525543,-0.04565849267356486,0.16385177340529136,-0.05936034132287719,0.37151927104754984,0.06999772271324359,0.25868724816180383,0.23276048244005257,0.20485678986700134,0.04104829959485422,0.17339145993667826,0.13613646832299023,0.31388704269182943,0.21145296034662867,Healthy,Income < 1500,North Malay,Empty Nesters,Rural,1-3 Member HH,North
Panel 105031104,-0.021986413803364708,0.06241547049588841,0.08182866896346175,0.14329611367356532,0.07563467107587722,0.030870953764081454,0.10839196725145678,0.18138374056880452,-0.011749585706311926,0.05037620914080177,-0.10410899684079787,0.18615810274360284,0.10799978886865783,0.08940590836160862,0.06644537312602777,0.019046807624665738,-0.13256270999518666,-0.046954654642608035,0.061068787040694406,0.17978307415216277,0.1528934709430972,0.12892742153067963,0.12864014944121963,0.008302502265032322,0.12729334644454662,0.2064028074424253,0.07568973105429165,0.17030392300398,0.1252598887562124,-0.044518617948948035,Over Weight,Income < 1500,North Malay,Teens and Toddlers,Rural,5 Member HH,North
Panel 105039101,0.017144842724823778,-0.007055248419464568,0.010421549034464194,0.006012513210694783,0.01648182873053094,0.009148209960597538,0.024623750026063786,-0.020257507051887634,0.018219536183598117,0.003002790685369646,0.00816103504304376,0.01417268794627056,0.0022522261228469457,0.0052393977255661165,-0.0007888107432844556,0.006654409644528525,0.010668853326791012,0.003943052117947193,-0.0008337751452657132,0.008791438142106898,-0.00358659940559063,0.002060465668135728,0.00547820491222768,-0.011702398232090908,-0.009201840078714734,0.018020786424485694,0.014588709476527193,-0.009418136525955974,0.0027380954793816224,-0.0005100736259272925,Obese,Income 2000 - 2999,North Malay,Teens Aches,Rural,6 Member HH,North
Panel 105043101,-0.002405763943591799,0.08258003201518328,0.3059490346961492,0.23575777671545434,0.04833261284047977,0.1154780115950168,0.15039478324465863,0.18038974765279753,-0.1686902149538665,-0.1513432264662169,-0.028927024775402474,0.13994707564156017,0.16072513189024362,0.06600377251242469,-0.008715823288661485,0.07525983724699593,0.10589350873392678,-0.011219019563623565,0.015095027728820109,0.21504992536406914,0.18878012180276144,0.0176888239036781,0.153309129277052,0.17734313880124986,0.14364989315393212,0.2366657278306862,0.12447777626790894,0.15451168591382566,0.18799296404095375,0.05281290016552999,Over Weight,Income 2000 - 2999,North Malay,Teens Aches,Rural,5 Member HH,North
Panel 105044101,0.23124440229514645,0.0205493149880794,0.10487050354864326,0.2393064749355862,-0.11306269928241691,-0.0007151488555897219,0.01564993997606129,0.03459666031004147,0.11537196634268453,0.020111739470481005,0.0563708702697704,-0.05676350482964202,0.20916367725142163,0.1328270856084315,0.09844010331202542,-0.014726627834052198,0.024500488307992726,0.09011284666752077,0.14349295889712402,0.16654056930114083,0.28735365070869334,0.20196917975538795,0.14671831726285653,-0.034901767158388115,-0.08325461875344692,0.062052150732675546,0.09587357285900312,0.05744097023884125,-0.04288623657165939,0.04635643968264272,Over Weight,Income 2000 - 2999,North Chinese,Matured Families,Rural,4 Member HH,North
